0	0	0.16	0	0	0	0	0	1.11	0	-0.15	0.98
0.49	0	0	0	0	0	-0.47	3.81	-0.57	0	-0.004	0.45
0.26	0	0.02	0	0	0	0	0	0	0	0	-0.45
0	-0.96	-0.11	0	0	0	0	-0.65	0.02	0	-0.97	-0.08
0	0	0	0	0	0	0.6	0	0	0.98	0	0
0	0	0	0	-0.51	0	0	1.41	0	0.07	0	-0.77
0	0	0.7	0	0 1.66	-0.46	10.2	0	0	0	1.08
0	0	0	0	0	0	0	-0.98	0.07	0	0	0.01
0	0	0	0	0	0	0	-0.81	0	0	0	-0.37
0	0	0	0	0	0	-0.01	0.5	0.79	0	0	-0.81
0	0	0	0.99	0	0	0	0	0	0.13	0	0
